id,name,brand,category_id,price,original_price,discount_percentage,rating,rating_count,color,delivery_days,occasion,season,material,popularity_score
89,Verona Street Minimalist Black Jeans & Chinos,Verona Street,2,3621.00,5572.00,35,4.6,885,Black,3,Party,All Season,100% Cotton,75.6
103,Kritika Ethnics Signature Red Blazers & Jackets,Kritika Ethnics,1,2511.00,6279.00,60,4.9,288,Red,2,Sports,Monsoon,Mulberry Silk,75.4
213,Velora Luxe Relaxed Fit Emerald Dresses,Velora Luxe,1,1829.00,4573.00,60,4.0,434,Emerald,2,Wedding,Winter,Rayon Chiffon,75.4
48,Noir Paris Minimalist White Dresses,Noir Paris,1,1068.00,1527.00,30,4.0,876,White,4,Party,Summer,Selvedge Denim,75.4
192,Loom & Weave Urban White Wallets & Belts,Loom & Weave,5,1882.00,3137.00,40,4.3,270,White,2,Loungewear,Summer,Rayon Chiffon,75.3
183,Aethel Modern Relaxed Fit Beige Sarees,Aethel Modern,1,3316.00,5527.00,40,4.2,370,Beige,3,Party,All Season,Organic Linen,75.3
136,Velora Luxe Signature Pink Serums & Skincare,Velora Luxe,4,1103.00,1697.00,35,3.9,67,Pink,2,Loungewear,Summer,Mulberry Silk,75.3
96,Verona Street Minimalist Olive Serums & Skincare,Verona Street,4,829.00,1037.00,20,4.7,948,Olive,6,Casual,Monsoon,Organic Linen,75.2
195,SoleCraft Co. Minimalist Navy Formal Shoes,SoleCraft Co.,3,1772.00,4432.00,60,4.0,62,Navy,6,Loungewear,All Season,Merino Wool,75.2
178,Kritika Ethnics Artisanal Beige Sarees,Kritika Ethnics,1,2773.00,3698.00,25,4.1,424,Beige,2,Sports,Monsoon,Mulberry Silk,75.0
209,Verona Street Textured Olive T-Shirts & Polos,Verona Street,2,4237.00,5297.00,20,4.0,265,Olive,4,Loungewear,Summer,Rayon Chiffon,74.8
134,SoleCraft Co. Artisanal Charcoal T-Shirts & Polos,SoleCraft Co.,2,3019.00,4313.00,30,3.9,354,Charcoal,2,Formal,Summer,Mulberry Silk,74.7
107,SoleCraft Co. Relaxed Fit Lavender Sunglasses,SoleCraft Co.,5,2781.00,5057.00,45,3.8,442,Lavender,2,Loungewear,Winter,Velvet Blend,74.4
143,Aethel Modern Bespoke Emerald Trousers & Jeans,Aethel Modern,1,4481.00,5602.00,20,3.8,93,Emerald,5,Party,Summer,100% Cotton,74.3
59,Vibe Republic Signature Charcoal Casual Shirts,Vibe Republic,2,2631.00,6579.00,60,4.7,395,Charcoal,2,Formal,Summer,Selvedge Denim,74.2
212,Aura & Silk Vintage Navy Fashion Jewellery,Aura & Silk,5,2589.00,4708.00,45,4.0,468,Navy,2,Wedding,Summer,Velvet Blend,74.0
236,Loom & Weave Structured Emerald Serums & Skincare,Loom & Weave,4,743.00,929.00,20,4.2,934,Emerald,3,Loungewear,Winter,Genuine Leather,73.8
111,Aura & Silk Relaxed Fit Emerald Fragrances & Perfumes,Aura & Silk,4,1450.00,2417.00,40,4.7,495,Emerald,2,Formal,Winter,Mulberry Silk,73.7
95,Verona Street Urban Burgundy Running & Training Shoes,Verona Street,3,1844.00,3689.00,50,4.4,572,Burgundy,2,Wedding,Summer,Rayon Chiffon,73.7
149,Verona Street Structured Pink Formal Shirts,Verona Street,2,2268.00,4125.00,45,4.3,483,Pink,3,Sports,All Season,Merino Wool,73.6
47,Loom & Weave Relaxed Fit Olive Watches & Chronos,Loom & Weave,5,3410.00,4547.00,25,3.8,186,Olive,4,Casual,Summer,Organic Linen,73.6
238,Velora Luxe Boho Emerald Trousers & Jeans,Velora Luxe,1,3421.00,5264.00,35,4.3,862,Emerald,6,Casual,All Season,Organic Linen,73.3
225,Verona Street Boho Navy Formal Shoes,Verona Street,3,5816.00,8948.00,35,4.5,692,Navy,2,Wedding,Monsoon,Selvedge Denim,73.2
199,Kritika Ethnics Tailored Emerald T-Shirts & Polos,Kritika Ethnics,2,3559.00,5085.00,30,4.6,169,Emerald,2,Sports,Summer,Velvet Blend,73.1
185,Aura & Silk Urban Black Running & Training Shoes,Aura & Silk,3,3177.00,4889.00,35,4.3,599,Black,3,Casual,Summer,Mulberry Silk,72.7
191,Saffron Studio Structured Charcoal Face Makeup & Blush,Saffron Studio,4,550.00,917.00,40,3.9,131,Charcoal,5,Wedding,Winter,Selvedge Denim,72.7
121,Aethel Modern Minimalist Maroon Fragrances & Perfumes,Aethel Modern,4,1061.00,2123.00,50,4.0,817,Maroon,3,Sports,Monsoon,Rayon Chiffon,72.4
87,Stitch & Stone Embroidered Black Fashion Jewellery,Stitch & Stone,5,3556.00,4446.00,20,4.4,358,Black,2,Casual,All Season,Genuine Leather,72.1
196,Kritika Ethnics Embroidered Red Fragrances & Perfumes,Kritika Ethnics,4,841.00,2104.00,60,4.6,316,Red,2,Casual,Monsoon,Organic Linen,71.7
242,Noir Paris Signature Beige Sunglasses,Noir Paris,5,5322.00,7096.00,25,4.5,850,Beige,4,Party,Winter,Selvedge Denim,71.7
156,Aethel Modern Bespoke White Serums & Skincare,Aethel Modern,4,1724.00,2299.00,25,4.4,456,White,4,Party,Winter,Genuine Leather,71.6
108,Velora Luxe Artisanal Beige Dresses,Velora Luxe,1,2792.00,5585.00,50,4.3,80,Beige,2,Sports,Winter,Genuine Leather,71.5
67,Velora Luxe Minimalist Pink Handbags & Totes,Velora Luxe,5,1954.00,2792.00,30,4.8,439,Pink,6,Party,All Season,Merino Wool,71.4
239,Stitch & Stone Signature Navy Casual Shirts,Stitch & Stone,2,3471.00,5341.00,35,4.9,184,Navy,3,Formal,All Season,100% Cotton,71.3
172,Stitch & Stone Artisanal Emerald Sunglasses,Stitch & Stone,5,3857.00,9644.00,60,4.0,746,Emerald,5,Wedding,Winter,Mulberry Silk,71.3
154,Noir Paris Tailored White Jackets & Hoodies,Noir Paris,2,3537.00,5442.00,35,4.8,327,White,3,Wedding,Winter,Organic Linen,71.2
163,Aura & Silk Urban Olive Kurtas & Suits,Aura & Silk,1,2238.00,3730.00,40,4.3,122,Olive,3,Sports,Winter,Mulberry Silk,71.2
194,Vibe Republic Structured Navy Casual Shirts,Vibe Republic,2,4079.00,6276.00,35,4.7,660,Navy,2,Formal,Summer,Velvet Blend,70.8
176,Kritika Ethnics Embroidered Maroon Lipsticks & Lip Care,Kritika Ethnics,4,1040.00,2081.00,50,4.7,759,Maroon,2,Party,All Season,Organic Linen,70.8
203,Noir Paris Artisanal Black Blazers & Jackets,Noir Paris,1,1542.00,3857.00,60,4.5,139,Black,5,Sports,Monsoon,Rayon Chiffon,70.6
53,Aethel Modern Boho Olive Trousers & Jeans,Aethel Modern,1,859.00,1718.00,50,4.3,413,Olive,2,Sports,Monsoon,Genuine Leather,70.6
85,Velora Luxe Relaxed Fit Black Heels & Pumps,Velora Luxe,3,5450.00,7786.00,30,3.9,787,Black,2,Loungewear,All Season,Velvet Blend,70.6
73,Loom & Weave Minimalist Maroon Dresses,Loom & Weave,1,1670.00,3341.00,50,4.2,938,Maroon,2,Sports,Summer,Genuine Leather,70.5
81,Noir Paris Tailored Red Serums & Skincare,Noir Paris,4,1044.00,1492.00,30,4.2,728,Red,3,Loungewear,Monsoon,Genuine Leather,70.4
109,Kritika Ethnics Relaxed Fit Emerald T-Shirts & Polos,Kritika Ethnics,2,1506.00,2318.00,35,4.7,508,Emerald,3,Wedding,Winter,Genuine Leather,70.3
40,Saffron Studio Urban Beige Formal Shoes,Saffron Studio,3,1739.00,2676.00,35,4.4,936,Beige,5,Formal,Monsoon,Organic Linen,70.3
201,Loom & Weave Relaxed Fit White Fragrances & Perfumes,Loom & Weave,4,1276.00,3190.00,60,4.1,804,White,5,Wedding,Monsoon,Merino Wool,70.3
190,Loom & Weave Signature White Formal Shoes,Loom & Weave,3,4759.00,7323.00,35,4.1,102,White,4,Party,Winter,Selvedge Denim,70.3
91,Velora Luxe Embroidered Beige Face Makeup & Blush,Velora Luxe,4,1089.00,1676.00,35,4.3,827,Beige,3,Formal,Monsoon,Rayon Chiffon,70.2
167,Loom & Weave Minimalist Navy Fashion Jewellery,Loom & Weave,5,3473.00,4631.00,25,4.6,343,Navy,3,Casual,Winter,Merino Wool,70.1
222,Urban Thread Embroidered Red Fashion Jewellery,Urban Thread,5,4992.00,9985.00,50,3.9,392,Red,2,Formal,Winter,Mulberry Silk,70.0
193,Aura & Silk Signature Olive Dresses,Aura & Silk,1,3481.00,5803.00,40,4.9,854,Olive,5,Wedding,All Season,Organic Linen,69.7
117,Urban Thread Signature Lavender Sunglasses,Urban Thread,5,1500.00,2729.00,45,4.9,302,Lavender,3,Loungewear,Monsoon,Organic Linen,69.7
216,Velora Luxe Embroidered Red Fragrances & Perfumes,Velora Luxe,4,1899.00,2374.00,20,3.8,794,Red,4,Sports,All Season,Merino Wool,69.5
51,Stitch & Stone Minimalist Lavender Fragrances & Perfumes,Stitch & Stone,4,642.00,1070.00,40,4.9,45,Lavender,5,Wedding,Monsoon,Genuine Leather,69.4
221,Aura & Silk Signature Beige Lipsticks & Lip Care,Aura & Silk,4,2279.00,3507.00,35,4.7,361,Beige,4,Party,Summer,Genuine Leather,69.1
180,Aura & Silk Boho Red Running & Training Shoes,Aura & Silk,3,7844.00,9805.00,20,3.8,60,Red,2,Wedding,Summer,Velvet Blend,68.9
99,Loom & Weave Textured Emerald Jeans & Chinos,Loom & Weave,2,1339.00,2679.00,50,4.6,753,Emerald,3,Casual,All Season,Velvet Blend,68.5
244,Aethel Modern Minimalist Pink Jeans & Chinos,Aethel Modern,2,3090.00,6180.00,50,3.9,491,Pink,2,Party,Winter,Mulberry Silk,68.2
157,Vibe Republic Tailored Navy Handbags & Totes,Vibe Republic,5,3367.00,6734.00,50,4.7,892,Navy,3,Casual,Winter,Merino Wool,68.1
115,Stitch & Stone Embroidered Lavender Loafers & Flats,Stitch & Stone,3,4168.00,5211.00,20,4.2,750,Lavender,3,Wedding,All Season,Velvet Blend,68.0
106,Stitch & Stone Vintage Maroon Serums & Skincare,Stitch & Stone,4,984.00,1968.00,50,4.1,633,Maroon,5,Formal,Summer,Selvedge Denim,68.0
118,Aethel Modern Tailored Pink Kurtas & Suits,Aethel Modern,1,5421.00,6777.00,20,3.9,895,Pink,4,Formal,Monsoon,100% Cotton,67.9
246,Kritika Ethnics Embroidered Olive Fragrances & Perfumes,Kritika Ethnics,4,1564.00,2845.00,45,4.9,317,Olive,2,Wedding,All Season,Velvet Blend,67.7
97,Vibe Republic Urban Burgundy Watches & Chronos,Vibe Republic,5,1802.00,4507.00,60,4.4,421,Burgundy,3,Party,Winter,Selvedge Denim,67.7
231,Stitch & Stone Textured Red Fragrances & Perfumes,Stitch & Stone,4,1018.00,1455.00,30,4.0,727,Red,5,Wedding,Winter,Genuine Leather,67.5
84,Aura & Silk Structured Maroon Jackets & Hoodies,Aura & Silk,2,1875.00,3750.00,50,4.8,897,Maroon,4,Formal,Winter,Selvedge Denim,67.4
101,Kritika Ethnics Minimalist Emerald Face Makeup & Blush,Kritika Ethnics,4,2936.00,3670.00,20,4.2,523,Emerald,4,Sports,Monsoon,Organic Linen,67.4
205,Aethel Modern Bespoke White Loafers & Flats,Aethel Modern,3,4596.00,6129.00,25,4.6,264,White,3,Sports,Winter,Selvedge Denim,67.0
77,Aethel Modern Embroidered Charcoal Watches & Chronos,Aethel Modern,5,5006.00,9102.00,45,3.9,190,Charcoal,6,Formal,All Season,Genuine Leather,67.0
217,Loom & Weave Vintage Charcoal Watches & Chronos,Loom & Weave,5,2717.00,4529.00,40,4.7,223,Charcoal,3,Casual,All Season,Organic Linen,66.5
210,Aethel Modern Relaxed Fit Pink Sneakers,Aethel Modern,3,4723.00,6748.00,30,4.0,251,Pink,4,Casual,All Season,Genuine Leather,66.5
181,Loom & Weave Minimalist Black Serums & Skincare,Loom & Weave,4,1263.00,1579.00,20,3.9,642,Black,5,Casual,Winter,Merino Wool,66.4
66,Velora Luxe Bespoke Navy Face Makeup & Blush,Velora Luxe,4,1170.00,1463.00,20,4.6,754,Navy,5,Wedding,All Season,Selvedge Denim,65.6
179,Aethel Modern Relaxed Fit White T-Shirts & Polos,Aethel Modern,2,2662.00,6655.00,60,3.8,838,White,2,Loungewear,Winter,Mulberry Silk,65.4
94,Verona Street Minimalist Pink Jeans & Chinos,Verona Street,2,2116.00,5292.00,60,4.4,327,Pink,2,Formal,All Season,Organic Linen,65.0
